INCIDENT_NUMBER,SHOOTING_TYPE,INCIDENT_DATE,INCIDENT_YEAR,INCIDENT_LOCATION,CITY,STATE,ZIP,REPORTING_DISTRICT,GEO_LOCATION,HANDLING_UNIT_ID,HANDLING_UNIT_NAME,HIT_SHOOTING,NON_HIT_SHOOTING,ANIMAL_SHOOTING,OTHER_SHOOTING,UNINTENTIONAL_DISCHARGE,WARNING_SHOT,APPROX_LATITUDE,APPROX_LONGITUDE,ObjectId
1000467,1,2013/10/29 00:01:00+00,2013,3900 WEST CENTURY BLVD,INGLEWOOD,CA,90303,399,"3900 WEST CENTURY BLVD
INGLEWOOD, CA 90303
(33.945462, -118.342009)",SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.945462,-118.342009,1
1000146,3,2014/08/11 23:40:00+00,2014,15400 CLARK AVENUE,BELLFLOWER,CA,90706,1332,"15400 CLARK AVENUE
BELLFLOWER, CA 90706
(33.894282, -118.134013)",LKD,LAKEWOOD STN,,,1,,,,33.894282,-118.134013,2
1000259,5,2014/10/01 08:30:00+00,2014,1400 W. MCKINLEY AVENUE,POMONA,CA,91768,2008,"1400 W. MCKINLEY AVENUE
POMONA, CA 91768
(34.082047, -117.770335)",ATD,ALTADENA STN,,,,,1,,34.082047,-117.770335,3
1000014,3,2011/01/26 06:15:00+00,2011,100 SANTA BELLA ROAD,ROLLING HILLS ESTATE,CA,90274,384,"100 SANTA BELLA ROAD
ROLLING HILLS ESTATE, CA 90274
(33.782692, -118.358133)",LMT,LOMITA STN,,,1,,,,33.782692,-118.358133,4
1000339,1,2011/02/11 14:35:00+00,2011,EAST 60 FREEWAY AND SANTA ANITA AVENUE,SOUTH EL MONTE,CA,91773,562,"EAST 60 FREEWAY AND SANTA ANITA AVENUE
SOUTH EL MONTE, CA 91773
(34.03984599003457, -118.05171500598513)",TTCF,TWIN TOWERS CORRECTIONAL FACILITY,1,,,,,,34.03984599003457,-118.051715005985136,5
1000197,5,2011/01/07 20:25:00+00,2011,1300 W. IMPERIAL HIGHWAY,LOS ANGELES,CA,90044,378,"1300 W. IMPERIAL HIGHWAY
LOS ANGELES, CA 90044
(33.930905, -118.297864)",OSS,OPERATION SAFE STREETS BUREAU,,,,,1,,33.930905,-118.297864,6
1000592,5,2015/07/12 17:50:00+00,2015,11700 S. ALAMEDA STREET,LYNWOOD,CA,90626,2110,"11700 S. ALAMEDA STREET
LYNWOOD, CA 90626
(33.92792, -118.226293)",CEN,CENTURY STN,,,,,1,,33.92792,-118.226293,7
1000292,1,2010/03/09 11:32:00+00,2010,6300 BEAR AVENUE,BELL GARDENS,CA,90201,3199,"6300 BEAR AVENUE
BELL GARDENS, CA 90201
(33.980614, -118.197058)",SEB,SPECIAL ENFORCEMENT BUR,1,,,,,,33.980614,-118.197058,8
1001791,1,2019/12/16 17:38:00+00,2019,3600 4TH STREET,LOS ANGELES,CA,90063,277,"3600 4TH STREET
LOS ANGELES, CA 90063
(34.033182, -118.187465)",ELA,EAST LA STN,1,,,,,,34.033182,-118.187465,9
1002011,1,2020/09/23 00:00:00+00,2020,7600 PAINTER AVENUE,WHITTIER,CA,90602,3199,"7600 PAINTER AVENUE
WHITTIER, CA 90602
(33.973508, -118.032637)",EST,COURT SERVICES EAST,1,,,,,,33.973508,-118.032637,10
1000114,3,2013/02/26 23:30:00+00,2013,3500 55TH STREET,MAYWOOD,CA,90270,250,"3500 55TH STREET
MAYWOOD, CA 90270
(33.992913, -118.203401)",ELA,EAST LA STN,,,1,,,,33.992913,-118.203401,11
1000493,1,2014/08/01 04:49:00+00,2014,9000 ROSEHEDGE DRIVE,PICO RIVERA,CA,90660,1514,"9000 ROSEHEDGE DRIVE
PICO RIVERA, CA 90660
(33.993633, -118.087458)",PRV,PICO RIVERA STN,1,,,,,,33.993633,-118.087458,12
1000446,1,2013/06/21 21:26:00+00,2013,1300 102ND STREET,LOS ANGELES,CA,90044,372,"1300 102ND STREET
LOS ANGELES, CA 90044
(33.944089, -118.298492)",SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.944089,-118.298492,13
1000188,5,2010/02/04 23:46:00+00,2010,10000 BALMORAL STREET,WHITTIER,CA,90601,1573,"10000 BALMORAL STREET
WHITTIER, CA 90601
(34.00961, -118.061986)",PRV,PICO RIVERA STN,,,,,1,,34.00961,-118.061986,14
1000112,3,2012/12/09 01:31:00+00,2012,44300 DOWNSVIEW ROAD,LANCASTER,CA,93535,1137,"44300 DOWNSVIEW ROAD
LANCASTER, CA 93535
(34.687945, -118.103086)",LCS,LANCASTER STN,,,1,,,,34.687945,-118.103086,15
1002069,5,2021/01/15 08:42:00+00,2021,1700 E. 120TH STREET,LOS ANGELES,CA,90059,8544,"1700 E. 120TH STREET
LOS ANGELES, CA 90059
(33.924593, -118.242578)",CSB,COUNTY SERVICES BUREAU,,,,,1,,33.924593,-118.242578,16
1000218,6,2011/12/05 21:00:00+00,2011,5800 VESPER AVENUE,VAN NUYS,CA,91411,299,"5800 VESPER AVENUE
VAN NUYS, CA 91411
(34.175742, -118.451006)",ELA,EAST LA STN,,,,,,1,34.175742,-118.451006,17
1000419,1,2012/09/28 22:12:00+00,2012,4900 1ST STREET,EAST LOS ANGELES,CA,90022,282,"4900 1ST STREET
EAST LOS ANGELES, CA 90022
(34.03694347384903, -118.16027149723665)",ELA,EAST LA STN,1,,,,,,34.036943473849028,-118.160271497236643,18
1000450,1,2013/07/19 11:43:00+00,2013,6800 DUCHESS DR,WHITTIER,CA,90606,1575,"6800 DUCHESS DR
WHITTIER, CA 90606
(33.982453, -118.062603)",PRV,PICO RIVERA STN,1,,,,,,33.982453,-118.062603,19
1000681,5,2016/02/10 03:47:00+00,2016,1100 N. ALAMEDA STREET,WILMINGTON,CA,90744,1699,"1100 N. ALAMEDA STREET
WILMINGTON, CA 90744
(33.78658, -118.242582)",CSN,CARSON STN,,,,,1,,33.78658,-118.242582,20
1000037,3,2010/09/12 15:25:00+00,2010,1500 W. 133RD STREET,COMPTON,CA,90222,2812,"1500 W. 133RD STREET
COMPTON, CA 90222
(33.91171, -118.248887)",COM,COMPTON STN,,,1,,,,33.91171,-118.248887,21
1000372,2,2012/01/02 16:30:00+00,2012,HALIFAX AVENUE  AND  LOWER AZUSA ROAD,EL MONTE,CA,91731,524,"HALIFAX AVENUE AND LOWER AZUSA ROAD
EL MONTE, CA 91731
(34.09202, -118.039953)",TEM,TEMPLE CITY STN,,1,,,,,34.09202,-118.039953,22
1001708,1,2019/03/16 21:14:00+00,2019,4000 KARLING PLACE,PALMDALE,CA,93552,2607,"4000 KARLING PLACE
PALMDALE, CA 93552
(34.56305, -118.057679)",PLM,PALMDALE STN,1,,,,,,34.56305,-118.057679,23
1001139,1,2017/05/24 23:40:00+00,2017,900 NORTH SANTA FE AVENUE,COMPTON,CA,90211,2822,"900 NORTH SANTA FE AVENUE
COMPTON, CA 90211
(33.903225, -118.216287)",COM,COMPTON STN,1,,,,,,33.903225,-118.216287,24
1000209,5,2012/05/03 16:11:00+00,2012,14400 DOWNEY AVENUE,PARAMOUNT,CA,90723,1365,"14400 DOWNEY AVENUE
PARAMOUNT, CA 90723
(33.902299, -118.151397)",LKD,LAKEWOOD STN,,,,,1,,33.902299,-118.151397,25
1000119,3,2013/03/14 20:00:00+00,2013,45000 LORIMER AVENUE,LANCASTER,CA,93534,1125,"45000 LORIMER AVENUE
LANCASTER, CA 93534
(34.700359, -118.160316)",LCS,LANCASTER STN,,,1,,,,34.700359,-118.160316,26
1002188,1,2021/10/10 16:53:00+00,2021,10000 OBREGON STREET,WHITTIER,CA,90606,1575,"10000 OBREGON STREET
WHITTIER, CA 90606
(33.99974, -118.06875)",PRV,PICO RIVERA STN,1,,,,,,33.99974,-118.06875,27
1000475,1,2014/01/30 20:22:00+00,2014,SOLEDAD CANYON ROAD AND SHANGRI LA DRIVE,SANTA CLARITA,CA,91351,613,"SOLEDAD CANYON ROAD AND SHANGRI LA DRIVE
SANTA CLARITA, CA 91351
(34.416026986202446, -118.45865697431232)",SCV,SANTA CLARITA VALLEY STN,1,,,,,,34.416026986202448,-118.458656974312319,28
1000203,5,2011/07/07 08:00:00+00,2011,7800 TELEGRAPH ROAD,DOWNEY,CA,90240,6837,"7800 TELEGRAPH ROAD
DOWNEY, CA 90240
(33.97237, -118.120681)",TSB,TRANSIT SERVICES BUREAU,,,,,1,,33.97237,-118.120681,29
1000091,3,2012/07/05 13:30:00+00,2012,4900 SUNBURST DRIVE,PALMDALE,CA,93552,2611,"4900 SUNBURST DRIVE
PALMDALE, CA 93552
(34.55272, -118.042624)",OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,34.55272,-118.042624,30
1000093,3,2012/07/19 22:30:00+00,2012,4800 W. AVENUE L 13,QUARTZ HILL,CA,93536,1182,"4800 W. AVENUE L 13
QUARTZ HILL, CA 93536
(34.660238, -118.217109)",LCS,LANCASTER STN,,,1,,,,34.660238,-118.217109,31
1000444,1,2013/05/23 19:28:00+00,2013,1600 EAST PALMER STREET,COMPTON,CA,90221,2826,"1600 EAST PALMER STREET
COMPTON, CA 90221
(33.898527, -118.205139)",COM,COMPTON STN,1,,,,,,33.898527,-118.205139,32
1000276,5,2015/04/29 20:00:00+00,2015,200 W. TEMPLE STREET,LOS ANGELES,CA,90012,4016,"200 W. TEMPLE STREET
LOS ANGELES, CA 90012
(34.054473, -118.242085)",CSD,COURT SERVICES DIV HQ,,,,,1,,34.054473,-118.242085,33
1000376,1,2011/12/27 18:43:00+00,2011,29300 GOLDEN MEADOW DR,RANCHO PALOS VERDES,CA,90275,1735,"29300 GOLDEN MEADOW DR
RANCHO PALOS VERDES, CA 90275
(33.76871, -118.403184)",LMT,LOMITA STN,1,,,,,,33.76871,-118.403184,34
1000340,1,2011/02/14 20:15:00+00,2011,SUNOL DRIVE AND BOSWELL PLACE,LOS ANGELES,CA,90063,278,"SUNOL DRIVE AND BOSWELL PLACE
LOS ANGELES, CA 90063
(34.01766998786856, -118.17897601662108)",ELA,EAST LA STN,1,,,,,,34.017669987868559,-118.17897601662108,35
1000205,5,2011/11/04 06:45:00+00,2011,400 BAUCHET STREET,LOS ANGELES,CA,90012,5100,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.058657, -118.233016)",IRC,INMATE RECEPTION CENTER,,,,,1,,34.058657,-118.233016,36
1000471,1,2013/11/15 18:41:00+00,2013,2400 EARLE AVENUE,ROSEMEAD,CA,91770,533,"2400 EARLE AVENUE
ROSEMEAD, CA 91770
(34.055388, -118.08504)",TEM,TEMPLE CITY STN,1,,,,,,34.055388,-118.08504,37
1000522,1,2015/04/10 03:31:00+00,2015,8900 JUNIPER STREET,LOS ANGELES,CA,90002,2177,"8900 JUNIPER STREET
LOS ANGELES, CA 90002
(33.955608, -118.232838)",CEN,CENTURY STN,1,,,,,,33.955608,-118.232838,38
1001381,2,2018/01/16 16:54:00+00,2018,1100 LONG BEACH BOULEVARD,COMPTON,CA,90221,2846,"1100 LONG BEACH BOULEVARD
COMPTON, CA 90221
(33.88488, -118.205968)",COM,COMPTON STN,,1,,,,,33.88488,-118.205968,39
1000377,2,2012/01/25 17:35:00+00,2012,400 WEST SPRUCE STREET,COMPTON,CA,90220,2814,"400 WEST SPRUCE STREET
COMPTON, CA 90220
(33.902653, -118.230139)",COM,COMPTON STN,,1,,,,,33.902653,-118.230139,40
1002249,2,2022/04/15 23:30:00+00,2022,2500 OLYMPIC BOULEVARD,LOS ANGELES,CA,90023,277,"2500 OLYMPIC BOULEVARD
LOS ANGELES, CA 90023
(34.05284, -118.28615)",ELA,EAST LA STN,,1,,,,,34.05284,-118.28615,41
1000270,5,2014/12/25 19:00:00+00,2014,1900 MARENGO STREET,LOS ANGELES,CA,90033,5410,"1900 MARENGO STREET
LOS ANGELES, CA 90033
(34.057834, -118.210166)",PDC-NORTH,PITCHESS DENTENTION CENTER NORTH,,,,,1,,34.057834,-118.210166,42
1001827,5,2019/08/19 18:08:00+00,2019,100 VERNON PLACE,SANTA PAULA,CA,93060,,"100 VERNON PLACE
SANTA PAULA, CA 93060
(34.34521, -119.072505)",NCF,NORTH CO. CORRECTL FAC,,,,,1,,34.34521,-119.072505,43
1001544,1,2018/07/19 01:37:00+00,2018,7100 PICO VISTA ROAD,PICO RIVERA,CA,90660,1517,"7100 PICO VISTA ROAD
PICO RIVERA, CA 90660
(33.979375, -118.090206)",PRV,PICO RIVERA STN,1,,,,,,33.979375,-118.090206,44
1001766,2,2019/09/02 02:06:00+00,2019,1400 SOUTH SYDNEY DRIVE,COMMERCE,CA,90040,241,"1400 SOUTH SYDNEY DRIVE
COMMERCE, CA 90040
(34.013317, -118.172871)",ELA,EAST LA STN,,1,,,,,34.013317,-118.172871,45
1000051,3,2010/11/02 22:05:00+00,2010,300 N. CULVER AVENUE,COMPTON,CA,90220,2814,"300 N. CULVER AVENUE
COMPTON, CA 90220
(33.897553, -118.225515)",COM,COMPTON STN,,,1,,,,33.897553,-118.225515,46
1000654,1,2015/10/19 23:48:00+00,2015,400 W. 111TH ST.,LOS ANGELES,CA,90061,372,"400 W. 111TH ST.
LOS ANGELES, CA 90061
(33.934825, -118.283113)",SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.934825,-118.283113,47
1000422,1,2012/10/20 15:00:00+00,2012,11900 162ND STREET,NORWALK,CA,90650,458,"11900 162ND STREET
NORWALK, CA 90650
(33.884327, -118.07976)",NWK,NORWALK REGIONAL STN,1,,,,,,33.884327,-118.07976,48
1002308,1,2022/05/24 09:02:00+00,2022,"Ford Boulevard and Third Street, Los Angeles",LOS ANGELES,CA,90022,6837,"Ford Boulevard and Third Street, Los Angeles
LOS ANGELES, CA 90022
(34.033551, -118.168943)",TSB,TRANSIT SERVICES BUREAU,1,,,,,,34.033551,-118.168943,49
1000778,5,2016/05/31 18:30:00+00,2016,PICO VISTA ROAD AND CARRON DRIVE,PICO RIVERA,CA,90660,1515,"PICO VISTA ROAD AND CARRON DRIVE
PICO RIVERA, CA 90660
(33.979842, -118.083693)",PRV,PICO RIVERA STN,,,,,1,,33.979842,-118.083693,50
1002033,2,2020/11/15 02:23:00+00,2020,,,CA,,,"CA
(37.211164, -119.662127)",ELA,EAST LA STN,,1,,,,,,,51
1001929,2,2016/12/01 00:00:00+00,2016,6513 SAN LUIS STREET,,CA,,1363,"6513 SAN LUIS STREET, CA
(33.897111, -118.183453)",LKD,LAKEWOOD STN,,1,,,,,,,52
1001872,1,2019/10/30 07:04:00+00,2019,3049 kaylyn street,,CA,,1137,"3049 kaylyn street, CA
(34.668483, -118.075007)",,,1,,,,,,,,53
1001786,2,2019/10/20 11:14:00+00,2019,"5126 Santa Ana Street, Cudahy",,CA,,263,"5126 Santa Ana Street, Cudahy, CA
(34.055399, -117.540032)",ELA,EAST LA STN,,1,,,,,,,54
1002012,2,2020/09/24 17:35:00+00,2020,5635 Washington Blvd. Commerce CA 90040,,CA,,244,"5635 Washington Blvd. Commerce CA 90040, CA
(37.370392, -120.759839)",ELA,EAST LA STN,,1,,,,,,,55
1002009,1,2020/08/31 15:16:00+00,2020,"1221 West 109th Place 
Los Angeles, CA 90044",,CA,,375,"1221 West 109th Place Los Angeles, CA 90044, CA
(33.936409, -118.297068)",SLA,SOUTH LOS ANGELES STATION,1,,,,,,,,56
1001627,2,2018/11/25 16:03:00+00,2018,44100 48TH STREET WEST,LANCATER,CA,93536,1127,"44100 48TH STREET WEST
LANCATER, CA 93536
(34.685016, -118.217343)",LCS,LANCASTER STN,,1,,,,,,,57
1002018,2,2020/10/17 00:00:00+00,2020,"123 West Pillsbury Street, Lancaster",,CA,,1132,"123 West Pillsbury Street, Lancaster, CA
(34.69096, -118.131311)",LCS,LANCASTER STN,,1,,,,,,,58
1002008,1,2020/08/22 21:52:00+00,2020,"Bristow park
1466 south McDonnell avenue, commerce",,CA,,241,"Bristow park 1466 south McDonnell avenue, commerce, CA",ELA,EAST LA STN,1,,,,,,,,59
1001666,2,2019/05/12 00:00:00+00,2019,1600 E. Tucker street,,CA,,2825,"1600 E. Tucker street, CA
(33.906841, -118.206088)",COM,COMPTON STN,,1,,,,,,,60
1002176,2,2021/09/23 19:30:00+00,2021,"2618 San Gabriel Blvd, Rosemead 91770 (Royale Inn)",,CA,,533,"2618 San Gabriel Blvd, Rosemead 91770 (Royale Inn), CA
(34.05954, -118.090561)",TEM,TEMPLE CITY STN,,1,,,,,,,61
1002172,2,2021/08/30 19:14:00+00,2021,"112th Street / Lorraine Street, Lynwood",,CA,,2111,"112th Street / Lorraine Street, Lynwood, CA",CEN,CENTURY STN,,1,,,,,,,62
1002150,2,2021/05/13 17:45:00+00,2021,"37850 20th Street East, Apartment # I-14",,CA,,1126,"37850 20th Street East, Apartment # I-14, CA
(34.570414, -118.09396)",LCS,LANCASTER STN,,1,,,,,,,63
1002149,2,2021/05/13 18:21:00+00,2021,"15501 1/2 Loukelton Street, La Puente, CA, 91744",,CA,,1432,"15501 1/2 Loukelton Street, La Puente, CA, 91744, CA
(34.034598, -117.948712)",IND,INDUSTRY STN,,1,,,,,,,64
1002173,1,2021/09/11 19:40:00+00,2021,"Division Street/East Avenue R, Palmdale, California 93550",,CA,,2611,"Division Street/East Avenue R, Palmdale, California 93550, CA",LCS,LANCASTER STN,1,,,,,,,,65
1002171,1,2021/08/26 16:10:00+00,2021,"3010 PICO BOULEVARD, LOS ANGELES CA 90019",,CA,,3199,"3010 PICO BOULEVARD, LOS ANGELES CA 90019, CA
(34.025514, -118.458004)",OSS,OPERATION SAFE STREETS BUREAU,1,,,,,,,,66
1000064,3,2011/10/27 12:55:00+00,2011,9500 NORTHSIDE DRIVE,LEONA VALLEY,CA,93551,2653,"9500 NORTHSIDE DRIVE
LEONA VALLEY, CA 93551
(34.626253, -118.298765)",NARCO,NARCOTICS BUREAU,,,1,,,,34.626253,-118.298765,67
1002169,1,2021/08/16 14:33:00+00,2021,"Department 112, 14400 Erwin Street Mall, Van Nuys 91401",,CA,,4481,"Department 112, 14400 Erwin Street Mall, Van Nuys 91401, CA",WST,COURT SERVICES WEST,1,,,,,,,,68
1002152,1,2021/06/29 10:00:00+00,2021,"5883 riverside avenue, rialto
unincorporated san bernardino county",,CA,,3199,"5883 riverside avenue, rialto unincorporated san bernardino county, CA
(34.146116, -117.382598)",HOM,HOMICIDE BUREAU,1,,,,,,,,69
1002178,1,2021/09/22 23:12:00+00,2021,,,CA,,1123,"CA
(37.211164, -119.662127)",LCS,LANCASTER STN,1,,,,,,,,70
1002148,1,2021/04/29 11:05:00+00,2021,"39462 167th Street East, Lake Los Angeles",,CA,,1197,"39462 167th Street East, Lake Los Angeles, CA
(34.598604, -117.832827)",OSS,OPERATION SAFE STREETS BUREAU,1,,,,,,,,71
1002179,1,2021/09/30 02:05:00+00,2021,"8480 South Figueroa Street, Los Angeles",,CA,,399,"8480 South Figueroa Street, Los Angeles, CA
(33.961481, -118.282705)",SLA,SOUTH LOS ANGELES STATION,1,,,,,,,,72
1002030,1,2020/11/15 01:51:00+00,2020,"VAN NESS AVENUE/VAN WICK STREET, LOS ANGELES",,CA,,373,"VAN NESS AVENUE/VAN WICK STREET, LOS ANGELES, CA",SLA,SOUTH LOS ANGELES STATION,1,,,,,,,,73
1002174,1,2021/03/04 04:42:00+00,2021,"15343 Woodruff Place, Apartment #43",,CA,,1337,"15343 Woodruff Place, Apartment #43, CA
(33.893934, -118.117469)",SEB,SPECIAL ENFORCEMENT BUR,1,,,,,,,,74
1002029,2,2020/10/28 22:53:00+00,2020,12633 Pioneer Boulevard,,CA,,454,"12633 Pioneer Boulevard, CA
(33.916102, -118.081889)",NWK,NORWALK REGIONAL STN,,1,,,,,,,75
1002180,1,2021/10/03 16:23:00+00,2021,"24915 Chicory Ct., Stevenson Ranch CA 91381",STEVENSON RANCH,CA,,664,"24915 Chicory Ct., Stevenson Ranch CA 91381
STEVENSON RANCH, CA",SCV,SANTA CLARITA VALLEY STN,1,,,,,,,,76
1002031,1,2020/12/07 23:47:00+00,2020,,,CA,,2932,"CA
(37.211164, -119.662127)",IND,INDUSTRY STN,1,,,,,,,,77
1002028,2,2020/11/02 09:48:00+00,2020,114th street/Compton avenue,,CA,,2131,"114th street/Compton avenue, CA",CEN,CENTURY STN,,1,,,,,,,78
1002170,2,2021/08/19 16:44:00+00,2021,"14900 Atlantic Avenue, Compton  90221",,CA,,2851,"14900 Atlantic Avenue, Compton 90221, CA
(33.897793, -118.193532)",COM,COMPTON STN,,1,,,,,,,79
1002168,2,2021/08/11 12:16:00+00,2021,"I-5, 1 Mile North of Templin Hwy",,CA,,688,"I-5, 1 Mile North of Templin Hwy, CA",SCV,SANTA CLARITA VALLEY STN,,1,,,,,,,80
1002177,1,2021/09/23 16:53:00+00,2021,Sierra Highway / Avenue B,,CA,,1186,"Sierra Highway / Avenue B, CA",LCS,LANCASTER STN,1,,,,,,,,81
1002181,1,2021/10/05 08:41:00+00,2021,"710 Fwy transition from W/B 105 Fwy, Lynwood",LYNWOOD,CA,,2115,"710 Fwy transition from W/B 105 Fwy, Lynwood
LYNWOOD, CA",CEN,CENTURY STN,1,,,,,,,,82
1001181,2,2017/07/22 02:11:00+00,2017,10700 ATLANTIC AVENUE,LYNWOOD,CA,90262,2115,"10700 ATLANTIC AVENUE
LYNWOOD, CA 90262
(33.933753, -118.18251)",CEN,CENTURY STN,,1,,,,,33.933753,-118.18251,83
1000385,1,2012/02/21 00:25:00+00,2012,16600 PARAMOUNT BLVD,PARAMOUNT,CA,90723,1367,"16600 PARAMOUNT BLVD
PARAMOUNT, CA 90723
(33.883274, -118.159964)",LKD,LAKEWOOD STN,1,,,,,,33.883274,-118.159964,84
1000677,1,2016/01/04 21:00:00+00,2016,15800 S. TARRANT AVENUE,COMPTON,CA,90220,2873,"15800 S. TARRANT AVENUE
COMPTON, CA 90220
(33.887127, -118.262318)",COM,COMPTON STN,1,,,,,,33.887127,-118.262318,85
1000534,2,2015/07/31 21:15:00+00,2015,700 WEST LAUREL STREET,COMPTON,CA,90220,2835,"700 WEST LAUREL STREET
COMPTON, CA 90220
(33.892863, -118.236222)",COM,COMPTON STN,,1,,,,,33.892863,-118.236222,86
1000476,1,2014/02/04 05:50:00+00,2014,4800 IVY STREET,PICO RIVERA,CA,90660,1510,"4800 IVY STREET
PICO RIVERA, CA 90660
(34.007462, -118.095392)",PRV,PICO RIVERA STN,1,,,,,,34.007462,-118.095392,87
1000495,1,2014/08/10 03:46:00+00,2014,11800 MAIN STREET,LOS ANGELES,CA,90061,2199,"11800 MAIN STREET
LOS ANGELES, CA 90061
(33.926472, -118.273893)",CEN,CENTURY STN,1,,,,,,33.926472,-118.273893,88
1000273,5,2015/02/10 21:10:00+00,2015,300 HUNTLEY AVENUE,WEST HOLLYWOOD,CA,90048,972,"300 HUNTLEY AVENUE
WEST HOLLYWOOD, CA 90048
(34.076599, -118.378633)",WHD,WEST HOLLYWOOD STN,,,,,1,,34.076599,-118.378633,89
1001056,3,2017/03/02 07:30:00+00,2017,1500 SAN FERNANDO ROAD,LOS ANGELES,CA,90065,6101,"1500 SAN FERNANDO ROAD
LOS ANGELES, CA 90065
(34.097117, -118.232835)",MTL,METROLINK,,,1,,,,34.097117,-118.232835,90
1000309,2,2010/06/27 03:20:00+00,2010,22400 PLATINO AVENUE,MISSION VIEJO,CA,92691,5199,"22400 PLATINO AVENUE
MISSION VIEJO, CA 92691
(33.637413, -117.664361)",MCJ,MEN'S CENTRAL JAIL,,1,,,,,33.637413,-117.664361,91
1000099,3,2012/09/01 18:45:00+00,2012,25TH STREET WEST AND AVENUE M,LANCASTER,CA,93536,1192,"25TH STREET WEST AND AVENUE M
LANCASTER, CA 93536
(34.64576398852711, -118.17427001002025)",PKB,PARKS BUREAU,,,1,,,,34.645763988527111,-118.174270010020254,92
1001711,1,2019/06/14 19:00:00+00,2019,34000 133RD STREET EAST,PALMDALE,CA,93553,2660,"34000 133RD STREET EAST
PALMDALE, CA 93553
(34.50279, -117.89314)",PLM,PALMDALE STN,1,,,,,,34.50279,-117.89314,93
1001550,5,2018/08/22 14:23:00+00,2018,500 EAST PALMDALE BOULEVARD,PALMDALE,CA,93550,2611,"500 EAST PALMDALE BOULEVARD
PALMDALE, CA 93550
(34.579556, -118.11662)",PMD,PALMDALE STN,,,,,1,,34.579556,-118.11662,94
1000056,3,2010/12/21 02:30:00+00,2010,CENTER AVENUE AND RAYMOND STREET,COMPTON,CA,90220,2836,"CENTER AVENUE AND RAYMOND STREET
COMPTON, CA 90220
(33.887183987714266, -118.23270802104004)",COM,COMPTON STN,,,1,,,,33.887183987714266,-118.232708021040038,95
1001096,6,2017/03/11 11:12:00+00,2017,13100 E. AVENUE R-6,LITTLEROCK,CA,93543,2663,"13100 E. AVENUE R-6
LITTLEROCK, CA 93543
(34.567335, -117.925342)",PLM,PALMDALE STN,,,,,,1,34.567335,-117.925342,96
1000165,4,2015/03/19 15:39:00+00,2015,9800 GARVEY AVENUE,EL MONTE,CA,91733,560,"9800 GARVEY AVENUE
EL MONTE, CA 91733
(34.062718, -118.055702)",TEM,TEMPLE CITY STN,,,,1,,,34.062718,-118.055702,97
1000758,5,2016/05/22 03:18:00+00,2016,15600 HAWTHORNE BOULEVARD,LAWNDALE,CA,90260,331,"15600 HAWTHORNE BOULEVARD
LAWNDALE, CA 90260
(33.888519, -118.351507)",SLA,SOUTH LOS ANGELES STATION,,,,,1,,33.888519,-118.351507,98
1000530,1,2015/07/03 23:30:00+00,2015,3100 W. AVENUE K-4,LANCASTER,CA,93536,1192,"3100 W. AVENUE K-4
LANCASTER, CA 93536
(34.733112, -118.182423)",OSS,OPERATION SAFE STREETS BUREAU,1,,,,,,34.733112,-118.182423,99
1000461,1,2013/10/06 17:47:00+00,2013,28600 CLOVERLEAF PLACE,CASTAIC,CA,91384,675,"28600 CLOVERLEAF PLACE
CASTAIC, CA 91384
(34.485702, -118.636172)",SCV,SANTA CLARITA VALLEY STN,1,,,,,,34.485702,-118.636172,100
1000251,5,2014/08/23 21:10:00+00,2014,400 CADBROOK DRIVE,LA PUENTE,CA,91744,1431,"400 CADBROOK DRIVE
LA PUENTE, CA 91744
(34.033092, -117.962448)",IDT,INDUSTRY STN,,,,,1,,34.033092,-117.962448,101
1000126,3,2013/05/09 09:35:00+00,2013,115TH STREET EAST AND AVENUE S,LITTLEROCK,CA,93543,2663,"115TH STREET EAST AND AVENUE S
LITTLEROCK, CA 93543
(34.557961996883385, -117.92533200683623)",PLM,PALMDALE STN,,,1,,,,34.557961996883386,-117.925332006836228,102
1001521,3,2018/06/11 19:47:00+00,2018,43000 22ND STREET WEST,LANCASTER,CA,93536,1192,"43000 22ND STREET WEST
LANCASTER, CA 93536
(34.664372, -118.17012)",LCS,LANCASTER STN,,,1,,,,34.664372,-118.17012,103
1000008,3,2012/12/22 16:00:00+00,2012,1200 CAPERTON STREET,LANCASTER,CA,93535,1135,"1200 CAPERTON STREET
LANCASTER, CA 93535
(34.691361, -118.107777)",LCS,LANCASTER STN,,,1,,,,34.691361,-118.107777,104
1001326,3,2017/11/11 09:40:00+00,2017,6000 CANYONSIDE ROAD,LA CRESCENTA,CA,91214,,"6000 CANYONSIDE ROAD
LA CRESCENTA, CA 91214
(34.244637, -118.224369)",CRV,CRESCENTA VALLEY STN,,,1,,,,34.244637,-118.224369,105
1001163,5,2017/06/23 05:25:00+00,2017,27700 DICKASON DRIVE,VALENCIA,CA,91355,641,"27700 DICKASON DRIVE
VALENCIA, CA 91355
(34.437112, -118.56366)",SCV,SANTA CLARITA VALLEY STN,,,,,1,,34.437112,-118.56366,106
